"","Text_name","State_cap_travel_time"
"552","Querência do Norte_PR",463.104143545832
"553","Congonhinhas_PR",247.193293843552
"554","Santo Antônio de Jesus_BA",1454.35068929275
"555","Caparaó_MG",1315.98343740456
"556","Içara_SC",1947.32941358521
"557","Medicilândia_PA",1231.7653808973
"558","Marechal Cândido Rondon_PR",518.674007063728
"559","Severiano Melo_RN",727.81162397427
"560","Glória de Dourados_MS",223.42396754459
"561","Varzedo_BA",1453.56601303246
"562","Itacoatiara_AM",2866.10418111666
"563","Pedrinópolis_MG",989.503179722843
"564","Candelária_RS",2236.5333086029
"565","Acaraú_CE",2342.76354324055
"566","Ponta de Pedras_PA",1454.50793735875
"567","Caroebe_RR",3025.88542570339
"568","Carmo_RJ",613.478512147569
"569","Careiro_AM",2585.88494696825
"570","Santa Maria do Pará_PA",1442.4242175703
"571","Resende_RJ",550.122311694303
"572","Agrestina_PE",1991.80423096074
"573","Pimenteiras do Oeste_RO",1665.26591041421
"574","Alto Santo_CE",2121.8730821582
"575","Sapiranga_RS",2158.74798069061
"576","General Carneiro_MT",1401.30729940725
"577","Taquaral de Goiás_GO",643.278126151225
"578","Nova Tebas_PR",372.738681439782
"579","Ituverava_SP",343.093181440525
"580","Bodó_RN",795.190554506405
"581","Paulista_PB",846.711207775231
"582","Itaquiraí_MS",279.92971798588
"583","Amapá do Maranhão_MA",944.192235775611
"584","Peri Mirim_MA",874.763162697422
"585","Cabedelo_PB",884.638008100927
"586","Cardeal da Silva_BA",1586.67791253361
"587","Santos Dumont_MG",1261.46453320032
"588","Nova Crixás_GO",786.490200229809
"589","Sarapuí_SP",446.733426713835
"590","São Miguel dos Campos_AL",1111.0867212797
"591","Mateiros_TO",1019.45844454917
"592","São Francisco de Goiás_GO",654.607988372523
"593","Lagoa de Dentro_PB",889.677891656431
"594","Filadélfia_TO",1229.82258060888
"595","Lajeado Novo_MA",818.551498554659
"596","Eugenópolis_MG",1316.46669897638
"597","Rancharia_SP",573.841198953499
