Sigla,Codigo,Munic_pio,Domic_lios - com _gua encanada - pessoas (2000),Domic_lios - com servi_o de coleta de lixo - pessoas (2000),Domic_lios - com energia el_trica - pessoas (2000),Domic_lios - com material de constru__o dur_vel - pessoas (1991),Domic_lios - com instala__o adequada de esgoto - pessoas (1991),Domic_lios - com _gua encanada - pessoas (1991),Domic_lios - com servi_o de coleta de lixo - pessoas (1991),Domic_lios - com energia el_trica - pessoas (1991),Taxa de participa__o - mulheres (2000),Populacao Ocupada (2000),Renda per capita - 1991,Renda per capita - 2000,ndice de Desenvolvimento Humano - 1991,ndice de Desenvolvimento Humano - 2000,Popula__o (2000),Popula__o rural (2000),Popula__o urbana (2000),Taxa de fecundidade (2000),ANS 2015,ANS 2016,Interna__es - 2015,Interna__es - 2016,Produ__o Ambulatorial do SUS - 2015,Produ__o Ambulatorial do SUS - 2016
MS,5003108,Corguinho,85.93,90.04,83.84,67.6,NA,82.02,78.24,58.8,0.37,1561.00,131.70,170.12,0.64,0.72,3592.00,2103.00,1489.00,3.23,357.00,345.00,NA,NA,323303.00,13451.00
MS,5003157,Coronel Sapucaia,65.67,89.86,81.16,87.8,1,58.11,90.85,73.86,0.36,4762.00,118.77,153.57,0.64,0.71,12810.00,3338.00,9472.00,3.10,550.00,536.00,285.00,195.00,76244.00,32909.00
MS,5003207,Corumb_,76.72,89.38,93.95,94.3,8.7,72.08,73.11,86.45,0.4,32609.00,188.33,226.18,0.72,0.77,95701.00,9557.00,86144.00,3.32,19965.00,17885.00,8063.00,2951.00,833509.00,562990.00
MS,5003256,Costa Rica,90.84,95.97,93.03,95.8,0.2,79.79,78.69,72.37,0.44,6941.00,164.17,346.15,0.69,0.80,15488.00,4005.00,11483.00,2.23,5903.00,6126.00,1632.00,849.00,347510.00,168170.00
MS,5003306,Coxim,85.2,90.14,95.89,91.6,2.9,59.94,34.76,86.75,0.43,12487.00,153.07,299.93,0.68,0.78,30866.00,3447.00,27419.00,2.56,4650.00,4767.00,2490.00,1185.00,432376.00,182334.00
MS,5003454,Deod_polis,83.64,82.95,96.48,98.9,NA,57.35,68.98,79.24,0.34,4200.00,126.00,178.56,0.65,0.74,11350.00,2914.00,8436.00,2.21,3588.00,3692.00,211.00,91.00,126986.00,56563.00
MS,5003488,Dois Irm_os do Buriti,66.52,68.33,88,76.8,NA,47.71,11.84,62.35,0.29,3097.00,105.57,132.22,0.61,0.69,9335.00,4972.00,4363.00,3.47,464.00,492.00,382.00,178.00,240258.00,138269.00
MS,5003504,Douradina,79.89,90.61,86.15,89.3,NA,71.65,70.38,80.76,0.37,1752.00,164.75,187.94,0.66,0.71,4732.00,2029.00,2703.00,2.74,901.00,949.00,NA,NA,54990.00,24340.00
MS,5003702,Dourados,93.64,93.08,97.88,98.1,8.4,78.37,91.03,96.2,0.46,66452.00,222.26,308.07,0.73,0.79,164949.00,15021.00,149928.00,2.30,66872.00,69144.00,16007.00,4751.00,2646523.00,1485388.00
MS,5003751,Eldorado,88.34,87.56,90.03,96.4,NA,78.94,46.99,83.02,0.44,4639.00,139.07,164.03,0.64,0.71,11059.00,2741.00,8318.00,2.47,996.00,932.00,NA,NA,61300.00,27636.00
MS,5003801,F_tima do Sul,91.06,93.45,98.97,99.9,2.1,72.62,85.11,93.18,0.43,7755.00,188.84,217.51,0.69,0.75,19111.00,2831.00,16280.00,2.30,4104.00,3921.00,1827.00,711.00,211384.00,121504.00
MS,5003900,Figueir_o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.00,138.00,NA,NA,20472.00,12051.00
MS,5004007,Gl_ria de Dourados,92.68,86.01,98.03,99.6,NA,76.96,83.71,90.8,0.38,4010.00,135.15,205.09,0.67,0.75,10035.00,2827.00,7208.00,2.21,2256.00,2337.00,472.00,219.00,97648.00,39458.00
MS,5004106,Guia Lopes da Laguna,76.92,81.53,93.65,97.7,39.5,52.46,59.02,78.81,0.4,3928.00,123.66,240.00,0.66,0.76,11115.00,2054.00,9061.00,2.66,863.00,836.00,376.00,162.00,113288.00,36372.00
MS,5004304,Iguatemi,93.3,93.15,96.1,97,NA,78.15,86.88,83.73,0.39,5457.00,167.88,200.71,0.66,0.73,13617.00,4358.00,9259.00,2.63,915.00,927.00,2472.00,1201.00,206758.00,109563.00
MS,5004403,Inoc_ncia,91.99,89.41,91.51,95.8,NA,74.61,78.35,71,0.39,3484.00,257.82,272.09,0.70,0.77,7872.00,3285.00,4587.00,3.01,930.00,866.00,278.00,86.00,70414.00,22606.00
MS,5004502,Itapor_,80.74,96.89,88.25,86.8,4.8,70.35,90.63,80.37,0.36,6375.00,155.31,188.73,0.67,0.71,17045.00,5314.00,11731.00,2.60,3145.00,3089.00,505.00,255.00,196178.00,19764.00
MS,5004601,Itaquira_,72.44,91.73,86.87,73.9,NA,57.3,79.03,56.48,0.39,7026.00,108.58,138.07,0.61,0.71,15770.00,9489.00,6281.00,2.86,1733.00,1775.00,835.00,318.00,147472.00,54141.00
MS,5004700,Ivinhema,91.46,92.96,97.76,96,NA,74.63,71.74,89.58,0.43,9801.00,131.92,199.19,0.66,0.74,21643.00,6555.00,15088.00,2.21,6880.00,6931.00,1214.00,588.00,395466.00,187922.00
MS,5004809,Japor_,50.22,76.01,48.14,NA,NA,40.05,10.91,48.75,0.5,2765.00,75.59,88.74,0.57,0.64,6140.00,4935.00,1205.00,2.86,153.00,175.00,NA,NA,28071.00,21985.00
MS,5004908,Jaraguari,86.46,94.26,86.84,93.2,2.1,71.48,74.37,66.15,0.36,2317.00,145.80,174.68,0.65,0.73,5389.00,3974.00,1415.00,3.21,348.00,394.00,NA,NA,71487.00,28261.00
MS,5005004,Jardim,86.59,91.88,98.79,97.8,8.2,72.44,73.66,89.51,0.39,8543.00,193.48,292.02,0.71,0.77,22542.00,1589.00,20953.00,2.65,3413.00,3478.00,1286.00,615.00,344166.00,171145.00
MS,5005103,Jate_,89.43,96.72,91.89,94.7,NA,47.92,83.68,69.91,0.34,1679.00,99.36,159.68,0.61,0.72,4054.00,2751.00,1303.00,2.32,985.00,992.00,98.00,41.00,68952.00,29650.00
MS,5005152,Juti,74.38,87.22,86.21,97.2,NA,73.5,68.58,77.37,0.27,1477.00,105.10,152.03,0.63,0.71,4981.00,1616.00,3365.00,3.02,383.00,366.00,262.00,155.00,44581.00,30449.00
MS,5005202,Lad_rio,76.83,89.93,94.7,93.3,1.7,77.61,77.11,91.58,0.33,4649.00,128.87,219.67,0.72,0.78,15313.00,1833.00,13480.00,3.71,2991.00,2727.00,NA,NA,145061.00,31175.00
MS,5005251,Laguna Carap_,79.27,88.6,81.03,NA,NA,57.74,7.09,67.62,0.35,2193.00,135.10,235.34,0.67,0.75,5531.00,3331.00,2200.00,2.89,762.00,1171.00,234.00,91.00,99603.00,36474.00
MS,5005400,Maracaju,89.8,94.15,94.52,99.1,0.4,79.97,89.5,92.05,0.46,10805.00,221.30,246.65,0.72,0.78,26219.00,5029.00,21190.00,2.87,7630.00,7480.00,2488.00,1232.00,620958.00,418098.00
MS,5005608,Miranda,68.07,89.35,90.7,83,NA,56.36,78.85,74.11,0.35,7957.00,132.10,248.19,0.64,0.72,23007.00,10948.00,12059.00,3.11,2592.00,2539.00,897.00,406.00,123436.00,61941.00
MS,5005681,Mundo Novo,96.17,88.58,98.12,92.7,NA,89.79,42.52,93.84,0.51,6914.00,169.91,222.30,0.70,0.76,15669.00,2057.00,13612.00,2.21,1776.00,1758.00,2472.00,1140.00,145642.00,39862.00
MS,5005707,Navira_,92.29,96.33,98.58,97.3,NA,87.29,83.31,93.44,0.48,15694.00,192.39,224.17,0.70,0.75,36662.00,4000.00,32662.00,2.32,8743.00,9019.00,3386.00,1276.00,931548.00,585330.00
MS,5005806,Nioaque,60.36,61.87,81.58,73.4,47.4,48.55,41.97,58.41,0.34,6533.00,117.02,142.83,0.64,0.72,15086.00,9005.00,6081.00,3.09,1362.00,1441.00,130.00,19.00,143040.00,58099.00
MS,5006002,Nova Alvorada do Sul,88.5,97.75,95.62,NA,NA,71.81,92.56,78.5,0.41,4287.00,185.07,235.89,0.67,0.75,9956.00,3274.00,6682.00,3.00,5913.00,5712.00,418.00,210.00,278902.00,132373.00
MS,5006200,Nova Andradina,94.46,97.45,98.03,96,NA,81.28,98.76,89.13,0.46,15199.00,172.61,256.34,0.70,0.79,35381.00,5499.00,29882.00,2.25,8626.00,8493.00,3081.00,1121.00,589827.00,331123.00
MS,5006259,Novo Horizonte do Sul,77.54,77.55,87.1,NA,NA,18.3,NA,29.91,0.44,2917.00,81.64,123.74,0.58,0.71,6415.00,4089.00,2326.00,2.67,1399.00,1227.00,270.00,128.00,37298.00,16377.00
MS,5006275,Para_so das guas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,27530.00,16394.00
MS,5006309,Parana_ba,87.86,93.61,94.78,98.6,29.4,67.51,87.18,83.82,0.43,16425.00,238.92,286.92,0.70,0.77,38406.00,6379.00,32027.00,2.37,7424.00,7460.00,3507.00,705.00,505186.00,247441.00
MS,5006358,Paranhos,65.7,89.49,67.77,86.2,NA,47.11,20.95,58.94,0.3,3433.00,142.51,113.77,0.63,0.68,10215.00,4420.00,5795.00,3.37,281.00,288.00,559.00,221.00,146099.00,41719.00
MS,5006408,Pedro Gomes,75.77,85.1,89.3,92.6,2.7,63.56,75.04,74.89,0.36,3274.00,146.25,179.60,0.63,0.72,8535.00,2014.00,6521.00,2.88,891.00,900.00,132.00,85.00,198976.00,73039.00
MS,5006606,Ponta Por_,86.32,100,96.82,98.8,4.2,77.46,88.18,92.72,0.44,23357.00,253.37,248.97,0.75,0.78,60916.00,6533.00,54383.00,2.43,8315.00,8480.00,4170.00,1859.00,1090626.00,442128.00
MS,5006903,Porto Murtinho,66.04,94.84,80.94,84,22.8,58.6,87.05,69.61,0.33,4585.00,103.54,166.25,0.62,0.70,13316.00,4977.00,8339.00,4.32,562.00,577.00,605.00,255.00,99982.00,58569.00
MS,5007109,Ribas do Rio Pardo,91.16,96.92,94.25,96,0.9,79.54,91.11,76.55,0.35,7245.00,188.26,204.21,0.65,0.73,16721.00,7236.00,9485.00,2.94,3147.00,3472.00,567.00,220.00,202831.00,83884.00
MS,5007208,Rio Brilhante,85.73,89.8,95.49,97.7,NA,80.63,90.35,92.22,0.43,9098.00,244.70,233.84,0.70,0.75,22640.00,5963.00,16677.00,2.96,10132.00,10035.00,1925.00,853.00,596271.00,587096.00
MS,5007307,Rio Negro,87.56,83.55,93.37,87.2,4.6,50.37,45.41,79.43,0.41,2224.00,115.73,170.33,0.65,0.72,5432.00,1693.00,3739.00,2.53,772.00,772.00,201.00,100.00,110812.00,56899.00
MS,5007406,Rio Verde de Mato Grosso,91.82,87.5,97.49,93.9,0.4,75.44,71.58,84.9,0.41,7747.00,146.70,211.07,0.66,0.75,18138.00,2722.00,15416.00,2.56,3084.00,3270.00,463.00,236.00,210832.00,87788.00
MS,5007505,Rochedo,91.13,94.34,93.36,90.9,NA,59.87,88.65,63.5,0.32,1698.00,122.65,177.96,0.63,0.73,4358.00,1861.00,2497.00,2.88,330.00,333.00,NA,NA,26587.00,6114.00
MS,5007554,Santa Rita do Pardo,84.29,90.69,89.37,91.5,NA,70.47,74.94,81.58,0.39,2949.00,128.41,174.18,0.63,0.72,6640.00,3401.00,3239.00,2.63,532.00,716.00,192.00,47.00,97877.00,88714.00
MS,5007695,S_o Gabriel do Oeste,96.14,97.83,98.06,97.6,NA,85.45,84.51,85.01,0.46,7578.00,275.35,425.19,0.72,0.81,16821.00,3190.00,13631.00,2.26,5194.00,5354.00,2404.00,332.00,594742.00,313817.00
MS,5007703,Sete Quedas,89.46,89.77,93.33,98.1,NA,66.55,78.39,79.27,0.43,4748.00,144.58,224.33,0.66,0.72,10936.00,1937.00,8999.00,2.76,1147.00,1153.00,426.00,333.00,104213.00,46733.00
MS,5007802,Selv_ria,96.52,83.42,96.47,98.6,NA,71.41,84.24,87.64,0.4,2260.00,166.84,190.49,0.65,0.74,6085.00,1545.00,4540.00,2.63,1338.00,1558.00,NA,NA,58053.00,19015.00
MS,5007901,Sidrol_ndia,83.55,95.37,88.12,94.9,0.3,70.08,82.4,84.1,0.44,9615.00,179.92,226.10,0.70,0.76,23483.00,7621.00,15862.00,3.05,6298.00,6816.00,1352.00,629.00,719469.00,278674.00
MS,5007935,Sonora,83.84,97.59,97.92,84.5,NA,64.65,73.18,89.43,0.39,3758.00,196.38,264.30,0.68,0.77,9543.00,1469.00,8074.00,3.03,4214.00,4244.00,425.00,234.00,132001.00,68205.00
MS,5007950,Tacuru,72.47,82.63,75.23,83.5,1.2,57.53,18.09,66.88,0.32,3111.00,114.62,118.41,0.60,0.66,8717.00,4337.00,4380.00,3.40,368.00,359.00,706.00,231.00,146536.00,39082.00
MS,5007976,Taquarussu,88.25,95.49,94.14,98.7,NA,58.84,77.3,83.38,0.32,1324.00,131.48,154.62,0.64,0.71,3493.00,1405.00,2088.00,2.25,1085.00,1111.00,227.00,93.00,50791.00,45354.00
MS,5008008,Terenos,88.15,95.93,89.71,94.8,NA,71.92,93.89,82.93,0.29,4312.00,147.11,183.08,0.67,0.73,11662.00,5980.00,5682.00,3.12,1968.00,1979.00,NA,NA,124680.00,23911.00
MS,5008305,Tr_s Lagoas,95.88,96.28,98.58,99.2,14.5,86.52,93.45,97.5,0.44,30894.00,208.44,290.05,0.71,0.78,79059.00,5390.00,73669.00,2.27,35355.00,37175.00,8260.00,2892.00,1324782.00,742714.00
MS,5008404,Vicentina,84.5,77.6,94.15,98.1,NA,60.06,74.73,80.48,0.37,2286.00,108.18,193.38,0.64,0.73,5779.00,2235.00,3544.00,2.43,870.00,879.00,358.00,134.00,49682.00,25130.00
MT,5100102,Acorizal,46.23,74.26,67.18,82.7,2.4,49.41,6.29,42.66,0.24,1854.00,87.55,124.33,0.62,0.70,5817.00,3044.00,2773.00,3.14,535.00,558.00,NA,NA,78171.00,33938.00
MT,5100201,gua Boa,82.35,88.07,81.52,73.9,2.2,42.34,80.08,54.26,0.41,7182.00,167.85,343.93,0.65,0.78,16737.00,4942.00,11795.00,3.28,2016.00,2304.00,3046.00,1422.00,511617.00,273381.00
MT,5100250,Alta Floresta,83.17,91.24,92.15,94.3,0.6,56.93,86.05,60.26,0.45,21570.00,152.87,264.66,0.65,0.78,46982.00,9695.00,37287.00,2.58,2673.00,2839.00,4302.00,2654.00,2008864.00,365120.00
MT,5100300,Alto Araguaia,91.03,88.8,92.69,94,3.7,63.62,74.17,82.13,0.4,4353.00,181.16,233.35,0.67,0.79,11410.00,2338.00,9072.00,2.54,2448.00,2354.00,588.00,289.00,240996.00,91077.00
MT,5100359,Alto Boa Vista,32.83,35.42,51.51,NA,NA,24.32,NA,23.37,0.32,2550.00,105.69,172.00,0.60,0.71,6206.00,4245.00,1961.00,3.23,126.00,147.00,NA,NA,44521.00,27971.00
MT,5100409,Alto Gar_as,88.34,94.89,95.04,91.7,3.6,67.36,61.11,81.23,0.4,3481.00,145.53,325.45,0.67,0.80,8335.00,1088.00,7247.00,2.27,1034.00,1033.00,NA,NA,132406.00,67913.00
MT,5100508,Alto Paraguai,40.06,43.55,85.91,77.4,0.3,31.99,18.51,59.83,0.31,3119.00,106.70,125.42,0.61,0.70,8605.00,2083.00,6522.00,3.13,319.00,324.00,NA,NA,41074.00,43079.00
MT,5100607,Alto Taquari,93.17,97.08,97.09,94.5,1,77.87,34.8,87.16,0.47,1973.00,179.58,409.13,0.69,0.80,4476.00,806.00,3670.00,2.76,3716.00,3648.00,215.00,139.00,192265.00,75498.00
MT,5100805,Apiac_s,48.92,81.18,73,96.4,11.7,46.89,80.17,59.88,0.37,3076.00,206.18,201.76,0.66,0.71,6665.00,2200.00,4465.00,3.08,77.00,70.00,412.00,124.00,413008.00,219680.00
MT,5101001,Araguaiana,80.97,87.79,91.38,88.9,NA,50.19,70.53,64.9,0.36,1390.00,147.07,185.90,0.62,0.74,3426.00,1159.00,2267.00,2.92,61.00,66.00,NA,NA,20413.00,7697.00
MT,5101209,Araguainha,65.27,18.51,90.24,73.5,48.5,50.33,2.4,75.25,0.43,495.00,156.00,139.64,0.64,0.73,1352.00,209.00,1143.00,2.62,11.00,13.00,NA,NA,13581.00,10801.00
MT,5101258,Araputanga,80.42,95.24,95.66,91.3,0.2,54.83,87.99,73.71,0.43,5654.00,181.73,249.03,0.68,0.75,13675.00,2865.00,10810.00,2.74,1433.00,1465.00,NA,NA,429679.00,68806.00
MT,5101308,Aren_polis,71.86,71.61,96.8,88.2,11.8,64.43,70.94,88.72,0.41,4481.00,139.71,177.34,0.62,0.72,11605.00,906.00,10699.00,2.66,1422.00,1418.00,NA,78.00,167453.00,85449.00
MT,5101407,Aripuan_,39.07,56.12,50.32,77.9,0.2,32.66,37.42,31.53,0.37,12342.00,186.46,197.36,0.64,0.70,27560.00,12688.00,14872.00,3.30,434.00,411.00,827.00,396.00,250911.00,135964.00
MT,5101605,Bar_o de Melga_o,43.65,58.71,51.32,55.5,44.8,13.97,44.92,24.42,0.27,2726.00,73.60,116.30,0.55,0.67,7682.00,4046.00,3636.00,3.07,126.00,122.00,NA,NA,96701.00,4180.00
MT,5101704,Barra do Bugres,67.87,79.07,92.03,89.4,41.1,42.63,61.5,75.96,0.39,10711.00,178.96,184.57,0.62,0.72,27460.00,6318.00,21142.00,3.13,5183.00,5100.00,1459.00,1088.00,352214.00,132888.00
MT,5101803,Barra do Gar_as,84.36,89.25,97.14,93.6,24.3,79.34,57.76,88.45,0.46,21139.00,213.08,290.36,0.72,0.79,52092.00,4249.00,47843.00,2.29,9316.00,10068.00,3392.00,1124.00,2773611.00,1651353.00
MT,5101852,Bom Jesus do Araguaia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.00,54.00,NA,NA,32038.00,10111.00
MT,5101902,Brasnorte,66.37,78.4,75.13,92.8,NA,42.61,16.92,57.12,0.33,4179.00,198.94,260.40,0.67,0.76,9815.00,3555.00,6260.00,3.30,513.00,532.00,853.00,459.00,253198.00,232884.00
MT,5102504,C_ceres,64.92,81.26,87.62,84.4,16.4,47.63,50.61,73.92,0.41,33788.00,138.14,218.72,0.65,0.74,85857.00,19400.00,66457.00,2.58,15181.00,17250.00,13409.00,6276.00,963862.00,318181.00
MT,5102603,Campin_polis,49.25,47.62,56.62,52.6,NA,20.27,1.55,23.83,0.37,4560.00,124.41,145.54,0.57,0.67,12419.00,6702.00,5717.00,3.08,700.00,700.00,450.00,NA,148946.00,40314.00
MT,5102637,Campo Novo do Parecis,94.66,99.01,97.34,96.3,0.9,91.13,95.06,84.63,0.48,8559.00,272.05,514.43,0.73,0.81,17638.00,2925.00,14713.00,2.67,5849.00,6175.00,1223.00,618.00,260770.00,74635.00
MT,5102678,Campo Verde,90.53,95.38,92.59,93.9,83,81.5,75.51,81,0.41,7351.00,295.49,342.01,0.73,0.80,17221.00,4156.00,13065.00,2.24,5843.00,6054.00,2444.00,1207.00,1242960.00,470972.00
MT,5102686,Campos de J_lio,94.25,97.22,92.62,NA,NA,69.71,7.48,76.61,0.37,1257.00,220.54,413.17,0.73,0.81,2895.00,932.00,1963.00,2.67,2936.00,3313.00,NA,NA,233786.00,137117.00
MT,5102694,Canabrava do Norte,18.52,16.27,30.57,NA,NA,14.82,NA,7.49,0.21,1492.00,150.30,124.88,0.58,0.69,4989.00,3154.00,1835.00,4.04,20.00,24.00,NA,NA,69724.00,8863.00
MT,5102702,Canarana,80.87,87.16,91.39,94.9,4.8,72.23,71.33,73.68,0.43,6461.00,230.85,308.69,0.71,0.76,15408.00,3751.00,11657.00,3.28,1153.00,1249.00,NA,NA,242236.00,106158.00
MT,5102793,Carlinda,50.02,92.99,62.64,NA,NA,7.11,2.14,6.73,0.21,4823.00,86.07,138.09,0.58,0.70,12296.00,9222.00,3074.00,2.56,89.00,93.00,157.00,NA,201838.00,121210.00
MT,5102850,Castanheira,10.6,64.14,52.32,92.9,NA,15.54,30.56,30.76,0.38,3622.00,138.16,191.42,0.63,0.73,7790.00,4110.00,3680.00,3.15,76.00,96.00,NA,NA,111786.00,34436.00
MT,5103007,Chapada dos Guimar_es,70.56,83.15,80.15,70.4,11,42.14,70.57,48.53,0.34,5530.00,135.49,189.27,0.61,0.71,15755.00,6303.00,9452.00,2.32,1150.00,1139.00,NA,NA,79346.00,45492.00
MT,5103056,Cl_udia,94.84,96.35,95.73,99.9,6.7,66.72,71.71,82.53,0.44,4661.00,245.40,439.76,0.73,0.81,10249.00,2397.00,7852.00,2.91,437.00,600.00,NA,NA,233780.00,113619.00
MT,5103106,Cocalinho,74.6,82.31,88.71,72.3,NA,31.37,58.04,46.46,0.37,2476.00,135.78,218.29,0.61,0.73,5504.00,1915.00,3589.00,2.76,140.00,151.00,232.00,15.00,559785.00,51324.00
MT,5103205,Col_der,78.18,94.19,86.16,88.1,0.3,38.22,66.19,51.62,0.37,12001.00,128.06,270.46,0.62,0.75,28051.00,8628.00,19423.00,2.26,1419.00,1490.00,3591.00,1272.00,797352.00,240522.00
MT,5103254,Colniza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.00,166.00,586.00,126.00,205493.00,105736.00
MT,5103304,Comodoro,66,87.89,64.33,90.9,1.3,43.89,44.86,57.7,0.38,5952.00,184.29,242.47,0.66,0.72,15046.00,6181.00,8865.00,2.51,732.00,795.00,2011.00,1017.00,101735.00,104166.00
MT,5103353,Confresa,19.56,56.06,40.9,NA,NA,18.12,NA,20.18,0.23,6757.00,88.53,162.24,0.56,0.70,17841.00,11632.00,6209.00,3.40,512.00,537.00,2468.00,1199.00,894686.00,274976.00
MT,5103361,Conquista D'Oeste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.00,112.00,NA,NA,38272.00,12258.00
MT,5103379,Cotrigua_u,45.21,71.65,54.17,NA,NA,23.47,29.69,32.91,0.46,3991.00,134.07,225.96,0.69,0.72,8474.00,4767.00,3707.00,3.30,82.00,91.00,865.00,366.00,94688.00,55783.00
MT,5103403,Cuiab_,84.33,93.2,99.7,97.7,64,80.6,87.79,97.55,0.5,199486.00,311.08,442.10,0.76,0.82,483346.00,6814.00,476532.00,2.02,235905.00,237537.00,53002.00,24470.00,19560187.00,7700208.00
MT,5103437,Curvel_ndia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.00,104.00,NA,NA,50580.00,22990.00
MT,5103452,Denise,77.15,90.22,95.19,96.5,50,71.33,77.29,83.94,0.34,2790.00,116.34,208.10,0.59,0.74,7463.00,910.00,6553.00,2.91,2384.00,2317.00,451.00,240.00,287739.00,32784.00
MT,5103502,Diamantino,81.58,88.97,88.09,97.2,0.1,73.05,67.39,87.41,0.45,7281.00,294.30,291.13,0.74,0.79,18580.00,4264.00,14316.00,2.52,2623.00,3082.00,1064.00,459.00,583764.00,227327.00
MT,5103601,Dom Aquino,81.78,79.29,93.59,93.2,NA,45.62,39.83,79.97,0.35,2920.00,136.12,172.83,0.66,0.72,8418.00,2016.00,6402.00,2.41,331.00,313.00,369.00,156.00,83174.00,44205.00
MT,5103700,Feliz Natal,78.3,61.34,92.54,NA,NA,52.14,9.64,64.13,0.36,2897.00,282.92,324.84,0.66,0.75,6769.00,1646.00,5123.00,3.54,337.00,476.00,NA,NA,171229.00,77303.00
MT,5103809,Figueir_polis D'Oeste,73.6,92.34,81.96,84,NA,37.39,55.5,45,0.4,2003.00,127.48,197.53,0.60,0.71,4315.00,2554.00,1761.00,2.63,62.00,66.00,NA,NA,20254.00,18178.00
MT,5103858,Ga_cha do Norte,77.68,98.59,78.57,NA,NA,5.4,7.66,13.11,0.32,1665.00,78.09,158.07,0.55,0.70,4605.00,3138.00,1467.00,3.29,241.00,217.00,68.00,15.00,65563.00,23574.00
MT,5103908,General Carneiro,61.86,81.58,80.25,60.5,58.1,43.11,27.82,56.5,0.21,938.00,100.27,145.70,0.61,0.70,4349.00,1920.00,2429.00,3.35,157.00,153.00,160.00,92.00,51855.00,28815.00
MT,5103957,Gl_ria D'Oeste,72.48,86.87,92.42,NA,NA,53.12,91.54,67.28,0.29,1262.00,148.78,238.17,0.65,0.73,3361.00,1250.00,2111.00,2.88,69.00,62.00,NA,NA,12979.00,2970.00
MT,5104104,Guarant_ do Norte,72.96,87.54,80.59,91.8,0.1,41.5,32.03,59,0.32,10778.00,179.29,267.83,0.66,0.76,28200.00,8835.00,19365.00,2.77,770.00,751.00,1070.00,608.00,525592.00,246051.00
MT,5104203,Guiratinga,86.48,83.17,95.71,86.3,27.3,65.19,57.52,81.43,0.43,4897.00,162.47,210.79,0.68,0.76,12645.00,1131.00,11514.00,2.62,399.00,414.00,570.00,174.00,129916.00,73082.00
MT,5104500,Indiava_,66.12,83.22,90.56,93.7,NA,32.35,45.54,51.82,0.27,670.00,177.20,164.23,0.67,0.71,2056.00,797.00,1259.00,2.97,57.00,54.00,NA,NA,7953.00,1224.00
MT,5104526,Ipiranga do Norte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.00,474.00,NA,NA,182477.00,100642.00
MT,5104542,Itanhang_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.00,149.00,NA,NA,96954.00,57969.00
MT,5104559,Ita_ba,77.14,90.49,88.99,97.6,13.3,49.93,45.96,68.77,0.35,3448.00,179.52,261.64,0.64,0.74,8565.00,3689.00,4876.00,3.17,80.00,113.00,NA,NA,556093.00,48547.00
MT,5104609,Itiquira,89.16,97.69,92.29,93.4,NA,86.61,78.95,76.6,0.34,3457.00,130.16,236.88,0.65,0.77,9200.00,6169.00,3031.00,2.69,342.00,334.00,376.00,217.00,222763.00,138003.00
MT,5104807,Jaciara,92.32,92.93,98.76,97,0.6,73.77,44.49,92.75,0.45,10305.00,198.00,257.56,0.71,0.79,23796.00,3053.00,20743.00,2.27,6295.00,5403.00,1124.00,458.00,392633.00,125527.00
MT,5104906,Jangada,37.89,86.15,59.59,61.9,NA,37.78,2.83,39.16,0.23,1981.00,101.90,122.98,0.55,0.68,7134.00,4372.00,2762.00,3.26,253.00,258.00,NA,NA,54974.00,31432.00
MT,5105002,Jauru,63.03,83.01,80.33,88.6,NA,38.78,23.41,44.49,0.21,3905.00,86.61,138.94,0.58,0.68,12764.00,6639.00,6125.00,2.58,520.00,572.00,NA,NA,NA,NA
MT,5105101,Juara,76.77,85.7,80.63,95.7,1.4,42.43,38.82,48.82,0.35,13156.00,153.80,295.76,0.65,0.76,30748.00,7661.00,23087.00,2.55,1341.00,1493.00,1552.00,684.00,481182.00,473022.00
MT,5105150,Ju_na,73.21,68.66,82.19,91,36.3,42.82,19.05,52.77,0.43,17829.00,209.25,284.60,0.67,0.75,38017.00,7547.00,30470.00,2.39,1690.00,1790.00,2913.00,1651.00,652811.00,554092.00
MT,5105176,Juruena,77.94,92.97,80.42,96.5,2.3,55.13,93.72,66.18,0.36,2299.00,309.26,244.92,0.73,0.75,5448.00,1703.00,3745.00,3.39,172.00,176.00,376.00,254.00,233147.00,55637.00
MT,5105200,Juscimeira,67.51,93.84,86.1,86.9,0.3,56.09,66.3,73.38,0.35,4753.00,174.11,191.11,0.65,0.72,12063.00,4142.00,7921.00,2.54,623.00,728.00,203.00,135.00,190430.00,101459.00
