Sigla,Codigo,Munic_pio,Domic_lios - com _gua encanada - pessoas (2000),Domic_lios - com servi_o de coleta de lixo - pessoas (2000),Domic_lios - com energia el_trica - pessoas (2000),Domic_lios - com material de constru__o dur_vel - pessoas (1991),Domic_lios - com instala__o adequada de esgoto - pessoas (1991),Domic_lios - com _gua encanada - pessoas (1991),Domic_lios - com servi_o de coleta de lixo - pessoas (1991),Domic_lios - com energia el_trica - pessoas (1991),Taxa de participa__o - mulheres (2000),Populacao Ocupada (2000),Renda per capita - 1991,Renda per capita - 2000,ndice de Desenvolvimento Humano - 1991,ndice de Desenvolvimento Humano - 2000,Popula__o (2000),Popula__o rural (2000),Popula__o urbana (2000),Taxa de fecundidade (2000),ANS 2015,ANS 2016,Interna__es - 2015,Interna__es - 2016,Produ__o Ambulatorial do SUS - 2015,Produ__o Ambulatorial do SUS - 2016
CE,2300309,Acopiara,43.65,55.34,76.29,88,0.8,26.79,39.96,37.81,0.22,15909.00,53.16,90.04,0.47,0.60,47137.00,24907.00,22230.00,3.02,455.00,476.00,1567.00,730.00,288124.00,165214.00
CE,2300408,Aiuaba,25.8,65.4,46.07,77.9,19.4,10.16,22.61,24.25,0.26,4933.00,39.23,51.76,0.45,0.57,14452.00,11290.00,3162.00,4.11,51.00,46.00,73.00,15.00,1617591.00,68003.00
CE,2300507,Alc_ntaras,21.16,68.87,81.26,92.5,NA,2.34,14.89,28.2,0.32,3328.00,44.55,68.42,0.47,0.61,9548.00,6786.00,2762.00,3.35,84.00,89.00,NA,NA,70979.00,24560.00
CE,2300606,Altaneira,56.05,79.43,90.78,86.6,NA,6.66,49.64,61.26,0.29,2130.00,46.76,70.93,0.46,0.58,5687.00,1900.00,3787.00,3.70,48.00,41.00,65.00,45.00,60150.00,39603.00
CE,2300705,Alto Santo,36.67,84.11,80.42,82.2,48.3,21.21,63.65,45.64,0.31,4938.00,62.64,92.75,0.53,0.65,15394.00,9947.00,5447.00,3.37,266.00,259.00,312.00,146.00,283494.00,136841.00
CE,2300754,Amontada,24.32,59.32,60.56,51,29.1,14.82,0.1,31.04,0.2,7562.00,38.88,62.77,0.51,0.62,32333.00,20531.00,11802.00,4.23,284.00,275.00,78.00,NA,380138.00,196311.00
CE,2300804,Antonina do Norte,62.24,71.08,80.34,79.1,5,49.45,43.49,59.68,0.35,2270.00,51.80,73.91,0.50,0.61,6509.00,2080.00,4429.00,2.61,55.00,55.00,NA,NA,16138.00,108751.00
CE,2300903,Apuiar_s,27,76.37,81.59,92.5,NA,14.88,16.5,38.81,0.3,4262.00,43.25,62.09,0.48,0.62,12540.00,7087.00,5453.00,3.44,58.00,66.00,NA,NA,102811.00,525370.00
CE,2301000,Aquiraz,37.71,57.65,92.74,69.1,16,24.21,17.59,59.9,0.36,21332.00,76.76,123.29,0.54,0.67,60469.00,5787.00,54682.00,3.04,6628.00,6993.00,1472.00,616.00,856667.00,571101.00
CE,2301109,Aracati,49,87.64,94.06,73.1,20,30.99,72.98,75.14,0.36,20011.00,79.98,107.65,0.56,0.67,61187.00,22008.00,39179.00,2.58,3331.00,3252.00,4172.00,1847.00,923047.00,411825.00
CE,2301208,Aracoiaba,22.2,65.46,90.39,77.6,21.1,13.38,49.21,59.28,0.25,7447.00,56.32,72.31,0.49,0.60,24064.00,11859.00,12205.00,3.50,246.00,242.00,1677.00,778.00,244864.00,96032.00
CE,2301257,Ararend_,20.25,57.63,72.67,NA,NA,1.83,1.34,31,0.55,4428.00,32.44,66.26,0.46,0.63,10008.00,5933.00,4075.00,2.74,50.00,52.00,77.00,57.00,455625.00,22781.00
CE,2301307,Araripe,43.76,40.33,67.31,74.7,14.9,19.4,24.27,34.54,0.28,6515.00,38.93,64.14,0.44,0.58,19606.00,9455.00,10151.00,3.97,139.00,134.00,473.00,224.00,300527.00,155269.00
CE,2301406,Aratuba,25.6,92.62,89.83,89,4.6,7.24,63.58,44.17,0.34,4190.00,59.90,61.54,0.53,0.63,12359.00,10202.00,2157.00,4.66,49.00,52.00,NA,NA,149827.00,13229.00
CE,2301505,Arneiroz,28.46,84.66,61.31,84.2,5.3,17.79,3.08,25.75,0.31,2693.00,40.82,58.97,0.48,0.59,7538.00,5392.00,2146.00,3.08,51.00,46.00,146.00,12.00,66398.00,34609.00
CE,2301604,Assar_,45.12,70.89,72.41,78.4,38.2,8.13,48.5,39.02,0.18,5602.00,49.70,65.21,0.47,0.58,20882.00,11454.00,9428.00,3.93,245.00,266.00,335.00,230.00,236100.00,91032.00
CE,2301703,Aurora,39.26,68,81.6,88,36.7,26.21,27.82,46.19,0.23,7391.00,59.60,70.10,0.50,0.61,25207.00,15127.00,10080.00,3.19,181.00,184.00,1736.00,896.00,332689.00,164341.00
CE,2301802,Baixio,47.3,89.95,89.55,91.1,38.7,33.3,29.2,54.72,0.35,2278.00,40.45,67.47,0.47,0.59,5724.00,3139.00,2585.00,3.69,23.00,19.00,53.00,NA,21188.00,20974.00
CE,2301851,Banabui_,31.26,64.96,65.43,55.1,24.7,5.07,24.45,26.62,0.29,4536.00,45.03,83.31,0.49,0.63,16173.00,8551.00,7622.00,4.16,299.00,308.00,87.00,32.00,298456.00,67214.00
CE,2301901,Barbalha,60.16,82.01,92.25,86.7,1,53.22,56.3,72.29,0.37,15718.00,80.91,116.26,0.59,0.69,47031.00,16362.00,30669.00,3.13,4191.00,5042.00,13957.00,5469.00,1280333.00,475297.00
CE,2301950,Barreira,19.58,35.93,88.56,82.8,36.1,6.73,25.9,53.38,0.29,4964.00,65.36,75.17,0.52,0.62,17024.00,10649.00,6375.00,3.32,310.00,294.00,98.00,71.00,157870.00,60730.00
CE,2302008,Barro,43.51,71.66,90.21,76.1,NA,31.36,25.37,49.66,0.25,6641.00,48.85,86.46,0.53,0.66,20007.00,9141.00,10866.00,3.19,217.00,194.00,491.00,175.00,270006.00,133261.00
CE,2302057,Barroquinha,27.12,28.09,69.62,48.7,NA,15.35,0.65,41.15,0.28,4156.00,38.53,60.17,0.40,0.55,13921.00,4825.00,9096.00,4.87,123.00,89.00,NA,NA,116065.00,42742.00
CE,2302107,Baturit_,49.03,73.84,91.13,71.8,25.5,38.21,57.15,67.94,0.36,10200.00,70.99,106.16,0.54,0.64,29861.00,9015.00,20846.00,3.33,983.00,977.00,2702.00,1121.00,507586.00,243134.00
CE,2302206,Beberibe,27.32,65.16,82.86,72,10.4,9.42,27.19,43.91,0.28,12124.00,60.31,81.18,0.53,0.65,42343.00,22646.00,19697.00,3.21,924.00,878.00,909.00,334.00,776100.00,244094.00
CE,2302305,Bela Cruz,28.69,52.74,71.59,78.7,NA,11.24,25.5,36.77,0.36,9830.00,57.27,61.87,0.47,0.60,28358.00,16773.00,11585.00,3.45,282.00,285.00,334.00,82.00,272651.00,135202.00
CE,2302404,Boa Viagem,43.42,73.4,72.51,82.7,72.3,24.9,47.39,33.28,0.37,19626.00,47.04,82.68,0.49,0.61,50306.00,29486.00,20820.00,3.33,567.00,586.00,2274.00,1121.00,274612.00,123136.00
CE,2302503,Brejo Santo,58.82,88.89,92.74,82.4,0.4,38.14,73.58,65.72,0.33,12155.00,89.35,114.54,0.55,0.67,38484.00,15806.00,22678.00,3.11,2770.00,2786.00,8557.00,4449.00,760066.00,463155.00
CE,2302602,Camocim,50.7,78.65,81.56,71.9,2.9,20.84,39.39,53.02,0.32,17724.00,62.14,99.73,0.48,0.63,55448.00,14764.00,40684.00,4.25,1219.00,1156.00,3479.00,1726.00,1065399.00,626396.00
CE,2302701,Campos Sales,49.86,81.97,73.48,88.6,5.9,37.98,30.59,54.78,0.41,9783.00,64.01,123.88,0.53,0.66,25566.00,8431.00,17135.00,3.37,867.00,859.00,548.00,314.00,296826.00,159814.00
CE,2302800,Canind_,52.35,72.85,70.63,78,69,32.98,38.02,39.9,0.31,22687.00,66.13,77.17,0.52,0.63,69601.00,30028.00,39573.00,3.31,1649.00,1577.00,5568.00,2779.00,983660.00,414986.00
CE,2302909,Capistrano,11.11,84.14,87.41,64.3,38.9,10.25,26.59,62.58,0.27,4462.00,53.89,56.31,0.51,0.63,15830.00,10578.00,5252.00,3.24,102.00,113.00,35.00,NA,233780.00,114213.00
CE,2303006,Caridade,35.83,64.89,83.72,74.1,0.3,15.51,41.26,40.54,0.38,5247.00,51.56,67.73,0.49,0.62,15604.00,7223.00,8381.00,3.65,116.00,116.00,62.00,14.00,375977.00,37948.00
CE,2303105,Carir_,33.99,51.98,76.05,62.1,3.9,8.96,47.89,45.01,0.32,6650.00,53.25,67.34,0.49,0.62,18617.00,13158.00,5459.00,3.48,87.00,89.00,270.00,136.00,179217.00,120150.00
CE,2303204,Cariria_u,49.78,84.1,85.53,89.7,NA,27.03,50.02,50.34,0.38,9957.00,40.27,62.51,0.45,0.59,25733.00,15115.00,10618.00,3.20,379.00,351.00,347.00,166.00,322675.00,112821.00
CE,2303303,Cari_s,28.85,65.84,72.53,61.1,5.8,10.96,2.18,26.5,0.28,6532.00,58.81,65.61,0.51,0.63,18444.00,11274.00,7170.00,3.57,64.00,62.00,252.00,42.00,187959.00,54184.00
CE,2303402,Carnaubal,55.7,50.15,90.38,96,NA,11.5,17.77,50.34,0.27,4360.00,44.82,75.97,0.46,0.61,15230.00,8305.00,6925.00,3.67,82.00,80.00,337.00,128.00,342335.00,187389.00
CE,2303501,Cascavel,28.48,59.79,88.77,73.4,28.5,13.3,28.94,53.55,0.4,19092.00,63.45,115.95,0.54,0.67,57129.00,9676.00,47453.00,2.32,3123.00,3166.00,2629.00,1263.00,993355.00,503431.00
CE,2303600,Catarina,45.11,87.99,66.85,89.2,NA,20.47,1.02,39.04,0.25,4958.00,65.45,55.63,0.49,0.58,15547.00,9082.00,6465.00,2.94,93.00,99.00,NA,NA,198745.00,82461.00
CE,2303659,Catunda,35.88,71.44,64.5,NA,NA,0.17,0.57,22.71,0.44,3962.00,37.99,57.48,0.47,0.63,9286.00,5218.00,4068.00,3.56,28.00,32.00,126.00,54.00,94015.00,42267.00
CE,2303709,Caucaia,60.78,81.81,97.39,84.3,43.2,46.8,55.89,79.94,0.36,76152.00,102.71,129.23,0.61,0.72,250479.00,24391.00,226088.00,3.02,48293.00,45445.00,5583.00,2614.00,6875837.00,2578588.00
CE,2303808,Cedro,35.28,75.42,84.27,81.1,1.3,8.43,46.8,52.4,0.36,9396.00,87.03,95.59,0.55,0.63,24062.00,10561.00,13501.00,3.11,354.00,374.00,1474.00,649.00,252810.00,101310.00
CE,2303907,Chaval,15.78,17.38,77.27,67.4,5.2,13.19,0.85,43.25,0.22,3501.00,49.57,69.09,0.46,0.58,12163.00,3666.00,8497.00,4.59,33.00,29.00,NA,NA,79740.00,50171.00
CE,2303931,Chor_,14.11,45.96,58.1,NA,NA,1.46,3.38,18.79,0.34,4376.00,45.94,53.28,0.43,0.57,12001.00,9152.00,2849.00,4.18,30.00,36.00,59.00,32.00,582238.00,44040.00
CE,2303956,Chorozinho,19.67,63.47,90.62,84.3,NA,3.04,54.65,56.11,0.26,5874.00,64.32,82.49,0.50,0.63,18707.00,9238.00,9469.00,3.54,562.00,499.00,108.00,20.00,269423.00,177356.00
CE,2304004,Corea_,42.61,25.58,67.2,81.4,1.7,18.57,0.11,38.76,0.58,8739.00,57.63,64.44,0.49,0.59,19981.00,8718.00,11263.00,4.30,139.00,158.00,9.00,NA,170819.00,71421.00
CE,2304103,Crate_s,58.03,72.62,85.6,76.5,36.4,33.29,47.44,58.31,0.34,24870.00,79.30,121.21,0.56,0.68,70898.00,23349.00,47549.00,2.66,3918.00,3993.00,6731.00,3171.00,623541.00,304254.00
CE,2304202,Crato,69.87,78.07,92.93,81.5,29.8,56.34,50.66,77.98,0.42,37809.00,114.67,168.05,0.62,0.72,104646.00,20729.00,83917.00,2.75,14291.00,14079.00,12934.00,5780.00,1827800.00,716131.00
CE,2304236,Croat_,39.97,71.97,75.96,87.9,NA,16.12,46.81,42.54,0.37,6618.00,34.31,54.72,0.44,0.56,16064.00,8766.00,7298.00,3.77,66.00,46.00,132.00,75.00,247577.00,100213.00
CE,2304251,Cruz,38.98,60.48,78.8,83,62.8,10.66,19.65,55.91,0.33,6383.00,61.63,73.03,0.50,0.64,19779.00,11561.00,8218.00,3.79,169.00,175.00,155.00,NA,243797.00,79369.00
CE,2304269,Deputado Irapuan Pinheiro,33.43,35.39,73.87,94.5,NA,1.15,26.99,19.89,0.44,3890.00,56.16,82.78,0.48,0.60,8385.00,5664.00,2721.00,2.89,18.00,29.00,44.00,NA,125041.00,66163.00
CE,2304277,Erer_,26.32,84.04,68.93,81.6,1.3,2.1,84.5,30.83,0.3,2211.00,50.79,77.71,0.51,0.62,6302.00,4040.00,2262.00,2.53,19.00,21.00,16.00,7.00,390234.00,24069.00
CE,2304285,Eus_bio,36.02,69.74,98.75,74.6,4.4,21.03,13.51,73.9,0.32,8466.00,104.68,107.13,0.58,0.68,31500.00,0.00,31500.00,3.47,19051.00,17927.00,1847.00,666.00,766293.00,364320.00
CE,2304301,Farias Brito,47.49,67.78,75.4,65.1,45.9,29.86,39.49,42.78,0.43,8766.00,51.07,72.43,0.48,0.61,20315.00,11589.00,8726.00,3.24,171.00,176.00,477.00,85.00,221048.00,87.00
CE,2304350,Forquilha,70.06,73.9,90.62,56.3,1.7,36.4,35.48,59.29,0.35,5658.00,62.48,92.36,0.52,0.64,17488.00,5869.00,11619.00,3.85,499.00,455.00,NA,NA,177171.00,63878.00
CE,2304400,Fortaleza,88.51,95.07,99.51,96.1,37.7,70.39,84.72,96.23,0.46,794780.00,235.77,306.70,0.72,0.79,2141402.00,0.00,2141402.00,2.16,931802.00,927524.00,210455.00,87222.00,50983044.00,27535133.00
CE,2304459,Fortim,25.35,59.93,92.13,NA,NA,5.55,1.97,51.78,0.37,3784.00,69.50,101.23,0.49,0.63,12066.00,3456.00,8610.00,2.48,318.00,325.00,40.00,35.00,187288.00,119560.00
CE,2304509,Frecheirinha,50.55,87.16,75.38,75.6,NA,22.74,32.02,39.17,0.31,3400.00,61.45,70.40,0.51,0.61,11832.00,5373.00,6459.00,4.03,181.00,182.00,95.00,54.00,205857.00,110894.00
CE,2304608,General Sampaio,21.68,90.49,62.61,62.9,1.7,5.63,19.9,25.22,0.25,1152.00,47.46,58.56,0.45,0.61,4866.00,2550.00,2316.00,4.04,33.00,29.00,NA,NA,179222.00,57100.00
CE,2304657,Gra_a,27.83,51.69,68.29,73,1.6,1.33,17.92,25.86,0.29,4717.00,31.23,52.57,0.42,0.59,14813.00,9975.00,4838.00,3.71,68.00,68.00,NA,NA,920286.00,41364.00
CE,2304707,Granja,27.28,30.03,50.69,63.1,2.9,12.72,19.93,25.31,0.35,17741.00,49.80,55.09,0.44,0.55,48484.00,25920.00,22564.00,4.21,383.00,409.00,754.00,320.00,574419.00,266350.00
CE,2304806,Granjeiro,32.17,71.44,78.67,80.9,31.9,16.88,42.25,32.52,0.25,1369.00,39.00,52.77,0.45,0.58,5295.00,4061.00,1234.00,3.42,13.00,13.00,NA,NA,74480.00,39342.00
CE,2304905,Groa_ras,66.14,76.03,93.07,68,3.9,47.37,13.11,55.96,0.45,3420.00,60.52,84.73,0.53,0.65,8741.00,3153.00,5588.00,3.97,202.00,172.00,58.00,20.00,129882.00,76835.00
CE,2304954,Guai_ba,43.29,55.87,89.21,69,1.6,10.8,48.7,61.69,0.29,6010.00,60.72,71.39,0.55,0.65,19884.00,4273.00,15611.00,3.24,710.00,609.00,50.00,39.00,244326.00,90751.00
CE,2305001,Guaraciaba do Norte,40.76,54.46,90.4,79.6,NA,13.54,35.5,50.3,0.25,12119.00,56.62,78.44,0.50,0.63,35037.00,20211.00,14826.00,4.17,377.00,355.00,759.00,233.00,331330.00,170969.00
CE,2305100,Guaramiranga,42.83,67.12,88.22,90.3,50.3,26.01,23.69,61.04,0.41,2178.00,55.20,78.65,0.55,0.65,5714.00,3384.00,2330.00,3.65,55.00,49.00,28.00,NA,92812.00,34302.00
CE,2305209,Hidrol_ndia,38.82,71.19,66.51,68.8,NA,11.74,8.48,29.34,0.24,5370.00,41.39,72.47,0.49,0.64,17687.00,8565.00,9122.00,2.53,167.00,162.00,393.00,154.00,133468.00,27268.00
CE,2305233,Horizonte,30.82,70.79,96.38,81.3,30.3,12.5,52.55,66.16,0.36,10895.00,74.96,125.68,0.55,0.68,33790.00,5668.00,28122.00,3.00,3508.00,3500.00,1750.00,762.00,805636.00,387081.00
CE,2305266,Ibaretama,5.16,60.09,66.26,59.9,36.6,1.07,2.41,24.84,0.2,3443.00,44.05,62.56,0.46,0.60,12561.00,9195.00,3366.00,4.09,36.00,37.00,49.00,2.00,115856.00,63765.00
CE,2305308,Ibiapina,42.96,74.29,90.47,65.5,19.1,17.85,58,60.31,0.33,8027.00,42.40,79.26,0.49,0.65,22157.00,13926.00,8231.00,3.52,274.00,273.00,804.00,239.00,328454.00,138106.00
CE,2305332,Ibicuitinga,42.48,80.63,81.45,71.2,NA,18.63,48.56,39.17,0.26,2942.00,53.90,68.08,0.51,0.64,9435.00,5048.00,4387.00,3.31,57.00,47.00,NA,NA,212840.00,106599.00
CE,2305357,Icapu_,47.06,81.98,93.53,62.3,NA,14.01,33.97,63,0.3,5665.00,85.27,90.61,0.55,0.63,16052.00,11390.00,4662.00,2.68,432.00,438.00,NA,NA,286921.00,113008.00
CE,2305407,Ic_,49.57,74.39,77.47,85.2,0.8,32.56,40.2,49.64,0.32,21534.00,59.26,86.90,0.51,0.61,62521.00,36474.00,26047.00,3.10,1230.00,1212.00,3112.00,1161.00,727165.00,439833.00
CE,2305506,Iguatu,71.98,90.92,95.2,84,27.9,50.18,77.21,77.96,0.38,34037.00,114.64,151.13,0.59,0.69,85615.00,23249.00,62366.00,2.75,4955.00,5339.00,7689.00,1009.00,1395308.00,454220.00
CE,2305605,Independ_ncia,33.06,75.64,63.35,88.9,23.2,24.79,61.45,34.41,0.32,9328.00,54.28,98.14,0.52,0.66,25262.00,14997.00,10265.00,2.54,410.00,410.00,231.00,96.00,308069.00,138126.00
CE,2305654,Ipaporanga,26,59.22,67.47,72.8,NA,0.62,14.83,21.72,0.32,3217.00,44.39,55.01,0.48,0.61,11247.00,8044.00,3203.00,3.21,65.00,66.00,137.00,94.00,127114.00,108698.00
CE,2305704,Ipaumirim,58.08,81.7,90.5,84.2,0.5,40.9,55.14,49.68,0.3,3768.00,50.70,83.50,0.52,0.65,11539.00,5340.00,6199.00,3.09,127.00,126.00,125.00,NA,20822.00,5809.00
CE,2305803,Ipu,45.39,70.48,84.27,71.3,1.6,30.2,46.38,45.39,0.45,17037.00,58.38,96.23,0.53,0.67,39078.00,16674.00,22404.00,3.86,640.00,629.00,1458.00,795.00,532984.00,225234.00
CE,2305902,Ipueiras,31.64,62.27,72.13,84.3,NA,19.5,23.15,33.13,0.35,14101.00,47.93,67.22,0.47,0.62,38219.00,22444.00,15775.00,4.42,317.00,321.00,546.00,434.00,133492.00,50107.00
CE,2306009,Iracema,61.47,90.94,81.41,85.2,31.6,42.13,53.87,49.38,0.34,4801.00,52.41,108.71,0.51,0.66,13155.00,4876.00,8279.00,2.53,199.00,189.00,368.00,133.00,206066.00,130130.00
CE,2306108,Irau_uba,41.96,73.94,72.48,73.7,13.2,17.1,18.85,40.65,0.48,8171.00,47.72,62.66,0.49,0.62,19560.00,8687.00,10873.00,4.29,150.00,139.00,NA,NA,223350.00,80230.00
CE,2306207,Itai_aba,34.03,93.22,94.06,93.4,27.4,20.4,62.53,77.21,0.44,2646.00,55.77,79.15,0.54,0.64,6579.00,2907.00,3672.00,2.58,113.00,114.00,32.00,12.00,973997.00,93999.00
CE,2306256,Itaitinga,37.7,80.5,94.92,NA,NA,9.25,13.91,74.62,0.3,8493.00,73.72,96.53,0.56,0.68,29217.00,2671.00,26546.00,2.98,3395.00,3724.00,381.00,168.00,1712242.00,91041.00
CE,2306306,Itapag_,61.32,86.08,88.62,75.9,39,34.79,58.13,60.19,0.38,14468.00,71.32,91.52,0.53,0.64,41093.00,13634.00,27459.00,3.23,477.00,462.00,1030.00,455.00,409452.00,214299.00
CE,2306405,Itapipoca,35.82,68.54,72.53,65.4,25.8,17.75,33.04,42.85,0.29,30350.00,49.90,83.12,0.54,0.66,94369.00,45888.00,48481.00,3.56,2788.00,2825.00,10393.00,5033.00,1325292.00,512631.00
CE,2306504,Itapi_na,35.26,74.01,80.27,72.3,2.1,14.33,4.76,56.5,0.24,4536.00,45.10,69.36,0.51,0.63,16276.00,8592.00,7684.00,3.55,86.00,91.00,57.00,60.00,205350.00,118732.00
CE,2306553,Itarema,20.81,69.68,74.12,53.2,38.1,4.66,21.42,24.9,0.31,9734.00,57.10,63.10,0.50,0.60,30347.00,20446.00,9901.00,4.92,238.00,274.00,582.00,260.00,482898.00,336924.00
CE,2306603,Itatira,14.88,13.53,59.1,58.6,33.5,2.69,0.74,27.08,0.38,5858.00,41.16,53.60,0.45,0.57,15541.00,9511.00,6030.00,4.64,59.00,51.00,NA,NA,257066.00,131859.00
CE,2306702,Jaguaretama,28.13,54.97,66.75,79.4,NA,17.9,28.68,33.06,0.28,6191.00,56.84,86.89,0.53,0.65,18024.00,10729.00,7295.00,3.20,171.00,167.00,76.00,47.00,211675.00,95822.00
CE,2306801,Jaguaribara,39.78,84.26,77.34,86.6,NA,23.65,49.47,45.27,0.36,3112.00,71.11,89.02,0.55,0.65,8730.00,5191.00,3539.00,2.99,152.00,166.00,205.00,45.00,137443.00,60975.00
CE,2306900,Jaguaribe,63.56,80.1,87.8,85.8,43.3,45.15,76.38,63.44,0.45,14466.00,76.53,119.71,0.57,0.67,35062.00,14011.00,21051.00,2.79,933.00,953.00,1062.00,458.00,418118.00,274254.00
CE,2307007,Jaguaruana,37.55,77.3,89.96,70.5,0.5,20.98,73.87,54.86,0.45,11238.00,66.75,86.29,0.54,0.65,29735.00,13155.00,16580.00,2.59,552.00,522.00,447.00,158.00,1840455.00,233661.00
CE,2307106,Jardim,38.8,78.11,73.86,80.2,46.9,21.94,64.12,36.16,0.36,8046.00,48.93,66.16,0.52,0.64,26414.00,19056.00,7358.00,2.97,387.00,372.00,1112.00,447.00,260656.00,200800.00
CE,2307205,Jati,53.62,91.44,90,67.5,NA,32.91,74.1,48.46,0.32,2108.00,53.93,90.96,0.52,0.65,7265.00,4249.00,3016.00,3.01,338.00,235.00,11.00,NA,74280.00,36769.00
CE,2307254,Jijoca de Jericoacoara,36.27,75,76.18,NA,NA,3.89,19.96,25.33,0.38,4560.00,53.26,91.19,0.45,0.62,12089.00,8655.00,3434.00,3.76,233.00,236.00,NA,NA,185054.00,98175.00
CE,2307304,Juazeiro do Norte,87.09,93.63,97.82,92.5,1.1,74.02,78.57,89.83,0.39,72313.00,112.84,147.11,0.60,0.70,212133.00,9906.00,202227.00,2.64,27811.00,28435.00,14249.00,5913.00,3455889.00,1393355.00
CE,2307403,Juc_s,40.15,63.9,76.09,61.4,1.7,14.96,2.52,33.25,0.29,7723.00,46.03,65.56,0.47,0.60,22632.00,10776.00,11856.00,3.57,174.00,179.00,470.00,60.00,193970.00,72098.00
CE,2307502,Lavras da Mangabeira,52.61,61.29,87.96,86.8,5.6,32.83,30.27,49.35,0.2,8405.00,55.32,70.57,0.52,0.64,31203.00,14473.00,16730.00,3.13,408.00,407.00,1946.00,906.00,160046.00,59066.00
CE,2307601,Limoeiro do Norte,69.65,82.13,96.89,88.9,13.9,41.35,65.94,78.64,0.37,18364.00,88.10,131.90,0.61,0.71,49620.00,21407.00,28213.00,2.20,3355.00,3403.00,3714.00,1192.00,419509.00,252546.00
CE,2307635,Madalena,33.94,54.38,80.92,72.7,39.8,16.05,14.49,31.16,0.32,5385.00,43.38,73.61,0.49,0.63,14864.00,9405.00,5459.00,4.21,123.00,118.00,245.00,22.00,257479.00,32299.00
CE,2307650,Maracana_,76.09,89.99,99.14,91.9,67.7,60.38,73.61,89.66,0.4,58629.00,91.17,129.76,0.63,0.74,179732.00,562.00,179170.00,2.62,53719.00,52503.00,18058.00,6770.00,2930595.00,1730546.00
CE,2307700,Maranguape,45.46,85.25,92.22,82.9,45.9,24.87,46.14,68.38,0.4,29882.00,76.42,105.09,0.58,0.69,88135.00,22867.00,65268.00,2.76,6665.00,6654.00,2483.00,1231.00,1478301.00,601580.00
CE,2307809,Marco,41.36,40.64,82.3,80,NA,19.78,23.29,55.81,0.39,6937.00,53.67,78.87,0.48,0.62,20427.00,8740.00,11687.00,4.71,350.00,357.00,337.00,52.00,346827.00,55770.00
CE,2307908,Martin_pole,62.82,66.17,77.84,43.4,NA,10.17,20.26,46.77,0.19,2127.00,50.46,62.25,0.47,0.58,8602.00,2115.00,6487.00,4.45,54.00,51.00,NA,NA,108300.00,50242.00
CE,2308005,Massap_,37.1,51.66,79.33,61.9,7.3,31.17,8.04,56.98,0.33,9448.00,53.29,69.01,0.49,0.60,29574.00,10401.00,19173.00,4.23,425.00,420.00,329.00,242.00,379020.00,259371.00
CE,2308104,Mauriti,41.09,65.62,77.02,77.4,3.1,23.58,35.91,37.43,0.28,13020.00,44.49,84.38,0.49,0.65,42399.00,24320.00,18079.00,3.75,689.00,613.00,1389.00,468.00,544161.00,239654.00
CE,2308203,Meruoca,34.33,44.38,90.87,65.3,0.6,6.07,4.23,49.12,0.37,4516.00,43.24,79.39,0.51,0.64,11339.00,5712.00,5627.00,2.93,94.00,105.00,106.00,69.00,170590.00,87245.00
CE,2308302,Milagres,46.72,74.07,86.43,67.1,NA,31.22,47.93,51.81,0.24,7052.00,58.78,78.96,0.52,0.64,26959.00,15668.00,11291.00,3.01,723.00,771.00,313.00,176.00,288359.00,126328.00
CE,2308351,Milh_,46.72,90.24,78.56,84.5,13.5,20.28,60.49,39.94,0.49,6152.00,37.12,81.19,0.49,0.63,13028.00,7974.00,5054.00,2.61,136.00,141.00,56.00,NA,160041.00,31453.00
CE,2308377,Mira_ma,21.41,28.5,67.9,57.3,29.6,24.73,24,41.15,0.24,3281.00,38.04,50.13,0.47,0.58,11417.00,6645.00,4772.00,4.08,28.00,33.00,NA,NA,86746.00,18504.00
CE,2308401,Miss_o Velha,40.99,79.88,88.21,82.2,NA,24.71,58.64,56.49,0.27,9785.00,58.81,96.25,0.50,0.63,32586.00,19801.00,12785.00,3.63,807.00,809.00,2171.00,968.00,336215.00,113709.00
CE,2308500,Momba_a,35.34,70.61,67.67,91.4,12.4,8.18,37.37,31.21,0.29,13674.00,52.75,75.07,0.48,0.60,41215.00,25163.00,16052.00,3.30,432.00,491.00,908.00,421.00,1170430.00,380217.00
CE,2308609,Monsenhor Tabosa,25.27,79.84,70.31,81.1,NA,18.96,60.18,34.81,0.3,5779.00,39.33,61.59,0.51,0.63,16344.00,8521.00,7823.00,3.43,97.00,104.00,324.00,177.00,173663.00,93469.00
CE,2308708,Morada Nova,50.7,62.1,80.16,81,57.1,33.49,40.49,51.32,0.3,22287.00,73.92,109.14,0.57,0.67,64400.00,30531.00,33869.00,2.85,1477.00,1435.00,1851.00,351.00,476246.00,161227.00
CE,2308807,Mora_jo,48.28,56.16,66.42,77.4,NA,30.34,3.36,35.41,0.29,2439.00,52.91,54.90,0.50,0.59,7046.00,3694.00,3352.00,3.62,33.00,31.00,20.00,NA,274031.00,21052.00
CE,2308906,Morrinhos,48.24,39.1,75.28,80.4,34.4,17.97,2.59,43.05,0.38,6284.00,44.72,66.06,0.48,0.61,17928.00,10182.00,7746.00,3.79,180.00,166.00,124.00,22.00,316998.00,102891.00
CE,2309003,Mucambo,32.97,76.56,73.59,81.6,0.9,27.63,72.04,42.74,0.3,4673.00,47.67,77.80,0.50,0.63,13811.00,6237.00,7574.00,3.43,157.00,155.00,797.00,225.00,218989.00,63852.00
